year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,geolocation,data_value_footnote_symbol,data_value_footnote
2023,HI,Hawaii,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,39,0.6565,0.3665,0.9464999999999999,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,15,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '21.304850435000446', 'longitude': '-157.85774940299973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,HI,Hawaii,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,735,12.0013,10.7613,13.2413,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,15,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '21.304850435000446', 'longitude': '-157.85774940299973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,HI,Hawaii,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,384,6.3444,5.4644,7.2244,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,15,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '21.304850435000446', 'longitude': '-157.85774940299973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,HI,Hawaii,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,6271,75.3438,73.7938,76.8938,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,15,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '21.304850435000446', 'longitude': '-157.85774940299973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ID,Idaho,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,421,7.3729,6.4429,8.3029,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,16,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ID,Idaho,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,60,1.0425,0.6925,1.3925,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,16,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ID,Idaho,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,660,11.119,10.029,12.209,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,16,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ID,Idaho,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,432,7.2691,6.3591,8.1791,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,16,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ID,Idaho,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,5164,73.1965,71.6765,74.7165,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,16,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IL,Illinois,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,204,4.1438,3.4238,4.8637999999999995,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,17,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IL,Illinois,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,41,0.7568,0.4868,1.0268000000000002,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,17,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IL,Illinois,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,506,10.8764,9.6164,12.1364,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,17,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IL,Illinois,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,318,6.3791,5.4591,7.2991,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,17,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IL,Illinois,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,4179,77.8438,76.27380000000001,79.4138,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,17,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IN,Indiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,416,5.3561,4.7360999999999995,5.9761,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,18,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IN,Indiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,52,0.8325,0.5125,1.1525,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,18,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IN,Indiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,807,9.652,8.831999999999999,10.472,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,18,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IN,Indiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,455,6.1873,5.4773,6.8972999999999995,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,18,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IN,Indiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,9143,77.9721,76.8321,79.1121,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,18,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IA,Iowa,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,428,6.3082,5.578200000000001,7.0382,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,19,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IA,Iowa,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,57,0.7961,0.5261,1.0661,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,19,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IA,Iowa,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,769,10.4189,9.4989,11.3389,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,19,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IA,Iowa,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,465,6.4868,5.7467999999999995,7.2268,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,19,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,IA,Iowa,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,7115,75.9899,74.7399,77.2399,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,19,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,KS,Kansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,487,6.2929,5.562900000000001,7.0229,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,20,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '38.34774030000045', 'longitude': '-98.20078122699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,KS,Kansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,58,0.9243,0.6343000000000001,1.2143,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,20,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '38.34774030000045', 'longitude': '-98.20078122699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,KS,Kansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,831,11.0569,10.116900000000001,11.9969,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,20,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '38.34774030000045', 'longitude': '-98.20078122699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,KS,Kansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,468,6.9372,6.1372,7.7372,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,20,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '38.34774030000045', 'longitude': '-98.20078122699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,KS,Kansas,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,7853,74.7888,73.5088,76.0688,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,20,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '38.34774030000045', 'longitude': '-98.20078122699965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,LA,Louisiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,199,4.4934,3.7234000000000003,5.263400000000001,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,22,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,LA,Louisiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,30,0.5965,0.3265,0.8665,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,22,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,LA,Louisiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,362,8.9158,7.755800000000001,10.075800000000001,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,22,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,LA,Louisiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,197,4.8067,3.9967,5.6167,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,22,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,LA,Louisiana,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,4505,81.1876,79.6776,82.69760000000001,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,22,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '31.31266064400046', 'longitude': '-92.44568007099969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ME,Maine,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,402,5.7424,4.9124,6.5724,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,23,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ME,Maine,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,30,,,,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,23,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",*,Age-adjusted prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.
2023,ME,Maine,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,782,10.175,9.095,11.255,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,23,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ME,Maine,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,400,5.7275,4.9075,6.5475,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,23,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,ME,Maine,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,10521,77.8976,76.4776,79.3176,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,23,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MD,Maryland,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,442,3.2773,2.8072999999999997,3.7473,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,24,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '39.29058096400047', 'longitude': '-76.60926011099963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MD,Maryland,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,81,0.7747,0.5647000000000001,0.9847,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,24,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '39.29058096400047', 'longitude': '-76.60926011099963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MD,Maryland,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,1418,10.3541,9.514100000000001,11.1941,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,24,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '39.29058096400047', 'longitude': '-76.60926011099963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MD,Maryland,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,756,6.0436,5.393599999999999,6.6936,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,24,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '39.29058096400047', 'longitude': '-76.60926011099963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MD,Maryland,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,14399,79.5503,78.4503,80.65029999999999,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,24,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '39.29058096400047', 'longitude': '-76.60926011099963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MA,Massachusetts,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,200,2.5427,2.0027,3.0827,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,25,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MA,Massachusetts,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,44,0.54,0.33000000000000007,0.75,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,25,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MA,Massachusetts,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,868,10.2753,9.305299999999999,11.2453,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,25,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MA,Massachusetts,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,452,5.726,4.966,6.486,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,25,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MA,Massachusetts,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,7870,80.916,79.65599999999999,82.176,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,25,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MI,Michigan,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,304,4.7031,3.9931,5.4131,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,26,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MI,Michigan,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,21,,,,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,26,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",*,Age-adjusted prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.
2023,MI,Michigan,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,775,9.8334,8.8834,10.783399999999999,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,26,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MI,Michigan,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,379,5.4653,4.7553,6.1753,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,26,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MI,Michigan,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,8392,79.6446,78.3746,80.9146,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,26,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MN,Minnesota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,679,5.4351,4.8651,6.0051000000000005,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,27,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MN,Minnesota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,111,0.9208,0.6708,1.1707999999999998,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,27,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MN,Minnesota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,Overall,Overall,1698,12.662,11.842,13.482000000000001,470,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,27,BO1,CAT1,CHECKUP1,RESP064,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MN,Minnesota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,Overall,Overall,838,6.8568,6.206799999999999,7.5068,471,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,27,BO1,CAT1,CHECKUP1,RESP065,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MN,Minnesota,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,Overall,Overall,12612,74.1253,73.0453,75.2053,469,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,27,BO1,CAT1,CHECKUP1,RESP063,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MS,Mississippi,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,Overall,Overall,163,5.6804,4.5504,6.8104,472,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,28,BO1,CAT1,CHECKUP1,RESP066,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
2023,MS,Mississippi,Health Care Access/Coverage,Last Checkup,About how long has it been since you last visited a doctor for a routine checkup?,Never,Overall,Overall,27,0.7631,0.4031,1.1231,473,%,Age-adjusted Prevalence,BRFSS,CLASS07,TOPIC36,28,BO1,CAT1,CHECKUP1,RESP067,"{'latitude': '32.745510099000455', 'longitude': '-89.53803082499968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
