year,locationabbr,locationdesc,class,topic,question,response,break_out,break_out_category,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,datasource,classid,topicid,locationid,breakoutid,breakoutcategoryid,questionid,responseid,geolocation
2022,17900,"Columbia, SC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1067,81.9,78.9,84.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,17900,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '34.0775845', 'longitude': '-81.0378453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,18140,"Columbus, OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,560,22.6,20.2,24.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,18140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.9685617', 'longitude': '-82.8359105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,18140,"Columbus, OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1989,77.4,75.1,79.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,18140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.9685617', 'longitude': '-82.8359105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,165,28,21.8,34.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19060,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.5321854', 'longitude': '-78.76333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,484,72,65.9,78.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19060,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.5321854', 'longitude': '-78.76333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,359,17.5,15.3,19.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19124,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '32.8992276', 'longitude': '-96.5709024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1608,82.5,80.2,84.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19124,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '32.8992276', 'longitude': '-96.5709024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19430,"Dayton-Kettering, OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,219,31,26.3,35.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19430,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.8060029', 'longitude': '-84.1418129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19430,"Dayton-Kettering, OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,623,69,64.4,73.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19430,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.8060029', 'longitude': '-84.1418129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,998,20.8,19.4,22.2,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19740,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.4342749', 'longitude': '-104.9010728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,3626,79.2,77.8,80.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19740,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.4342749', 'longitude': '-104.9010728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,214,19.5,16.7,22.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19780,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.5449189', 'longitude': '-93.7597124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1039,80.5,77.7,83.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,19780,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.5449189', 'longitude': '-93.7597124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,20260,"Duluth, MN-WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,237,30.7,26.1,35.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,20260,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '47.3297387', 'longitude': '-92.1553326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,20260,"Duluth, MN-WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,681,69.3,64.6,73.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,20260,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '47.3297387', 'longitude': '-92.1553326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,22020,"Fargo, ND-MN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,220,23.6,20.5,26.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,22020,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '46.9148591', 'longitude': '-96.9597002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,22020,"Fargo, ND-MN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,741,76.4,73.2,79.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,22020,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '46.9148591', 'longitude': '-96.9597002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,183,23.2,19.3,27,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,22220,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '36.1163935', 'longitude': '-94.0795449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,692,76.8,73,80.7,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,22220,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '36.1163935', 'longitude': '-94.0795449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,23104,"Fort Worth-Arlington, TX Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,269,18,14.6,21.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,23104,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '32.8073735', 'longitude': '-97.537101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,23104,"Fort Worth-Arlington, TX Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1085,82,78.6,85.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,23104,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '32.8073735', 'longitude': '-97.537101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,23224,"Frederick-Gaithersburg-Rockville, MD Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,570,17.3,15.2,19.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,23224,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.086185', 'longitude': '-77.122862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,23224,"Frederick-Gaithersburg-Rockville, MD Metropolitan Division",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2456,82.7,80.5,84.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,23224,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.086185', 'longitude': '-77.122862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,23540,"Gainesville, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,111,18.1,12.5,23.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,23540,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '29.4807065', 'longitude': '-82.476511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,23540,"Gainesville, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,408,81.9,76.3,87.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,23540,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '29.4807065', 'longitude': '-82.476511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,204,23.5,19.8,27.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,24340,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.0375977', 'longitude': '-85.4707757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,691,76.5,72.7,80.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,24340,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.0375977', 'longitude': '-85.4707757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,24860,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,275,22.9,19.7,26.2,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,24860,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '34.6837085', 'longitude': '-82.3258533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,24860,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,971,77.1,73.8,80.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,24860,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '34.6837085', 'longitude': '-82.3258533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,307,24.1,20.2,27.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25180,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.5543709', 'longitude': '-77.9845935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1031,75.9,72.1,79.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25180,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.5543709', 'longitude': '-77.9845935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,827,22.1,19.9,24.4,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25540,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '41.7185939', 'longitude': '-72.573872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25540,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,3021,77.9,75.6,80.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25540,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '41.7185939', 'longitude': '-72.573872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25740,"Helena, MT Micropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,107,26.7,21.2,32.2,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25740,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '46.8113536', 'longitude': '-112.2840307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25740,"Helena, MT Micropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,403,73.3,67.8,78.8,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25740,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '46.8113536', 'longitude': '-112.2840307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,76,16.9,11.8,22.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25940,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '32.3867853', 'longitude': '-80.8308744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,499,83.1,77.9,88.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,25940,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '32.3867853', 'longitude': '-80.8308744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,446,15.3,12.6,18.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26420,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '29.7495926', 'longitude': '-95.342613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1797,84.7,81.9,87.4,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26420,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '29.7495926', 'longitude': '-95.342613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,274,31,27.1,34.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26580,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.4065772', 'longitude': '-82.5426456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,656,69,65.2,72.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26580,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.4065772', 'longitude': '-82.5426456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,446,22.4,19.9,24.9,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33340,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.0176465', 'longitude': '-87.4815541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26820,"Idaho Falls, ID Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,112,22.9,18.4,27.5,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26820,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.5457646', 'longitude': '-111.8675825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26820,"Idaho Falls, ID Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,428,77.1,72.5,81.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26820,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.5457646', 'longitude': '-111.8675825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,692,22.4,20.5,24.3,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26900,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '39.699047', 'longitude': '-86.2123823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,2654,77.6,75.7,79.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,26900,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '39.699047', 'longitude': '-86.2123823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,27260,"Jacksonville, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,206,21.1,15.5,26.8,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,27260,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '30.2356768', 'longitude': '-81.7544462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,27260,"Jacksonville, FL Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,890,78.9,73.2,84.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,27260,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '30.2356768', 'longitude': '-81.7544462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28140,"Kansas City, MO-KS Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,714,21.3,19.4,23.1,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28140,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '38.9086579', 'longitude': '-94.4438241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28140,"Kansas City, MO-KS Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,3224,78.7,76.9,80.6,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28140,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '38.9086579', 'longitude': '-94.4438241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1855,77.6,75.1,80.1,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,33340,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.0176465', 'longitude': '-87.4815541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,184,22.4,18.8,26,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28420,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '46.3639636', 'longitude': '-119.2540459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,687,77.6,74,81.2,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28420,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '46.3639636', 'longitude': '-119.2540459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,183,40.2,33.7,46.7,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28700,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '36.6041558', 'longitude': '-82.4401118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,395,59.8,53.3,66.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28700,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '36.6041558', 'longitude': '-82.4401118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28940,"Knoxville, TN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,188,33.1,28.1,38,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28940,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '35.9294445', 'longitude': '-84.0154928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,28940,"Knoxville, TN Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,423,66.9,62,71.9,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,28940,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '35.9294445', 'longitude': '-84.0154928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,29180,"Lafayette, LA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,122,25.6,20.5,30.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,29180,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '29.9577733', 'longitude': '-91.7279009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,29180,"Lafayette, LA Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,377,74.4,69.4,79.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,29180,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '29.9577733', 'longitude': '-91.7279009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,125,25.6,20.7,30.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,29620,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '42.7136586', 'longitude': '-84.4960294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,422,74.4,69.4,79.3,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,29620,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '42.7136586', 'longitude': '-84.4960294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30100,"Lebanon, NH-VT Micropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,Overall,Overall,461,28.1,23.5,32.6,2,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30100,BO1,CAT1,ADDEPEV3,RESP046,"{'latitude': '43.7857256', 'longitude': '-72.1399456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2022,30100,"Lebanon, NH-VT Micropolitan Statistical Area",Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,Overall,Overall,1597,71.9,67.4,76.5,10,%,Age-adjusted Prevalence,BRFSS,CLASS03,TOPIC17,30100,BO1,CAT1,ADDEPEV3,RESP054,"{'latitude': '43.7857256', 'longitude': '-72.1399456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
